SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Not English Learners,N/A,N/A,N/A,N/A,<3,*,22,10,22,32,N/A,N/A,N/A,N/A,<=10%,*,68.8,31.3,68.8,3140.30,24.70,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Black or African American,N/A,N/A,N/A,N/A,7,11,11,18,11,29,N/A,N/A,N/A,N/A,24.1,37.9,37.9,62.1,37.9,3159.60,27.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,N/A,N/A,N/A,N/A,<3,*,22,6,22,28,N/A,N/A,N/A,N/A,<=20%,<=20%,78.6,21.4,78.6,3087.00,15.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Economically Disadvantaged,N/A,N/A,N/A,N/A,7,10,10,17,10,27,N/A,N/A,N/A,N/A,25.9,37.0,37.0,63.0,37.0,3161.00,27.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,N/A,N/A,N/A,N/A,<3,*,23,6,23,29,N/A,N/A,N/A,N/A,<=20%,<=20%,79.3,20.7,79.3,3087.30,15.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,<3,25,4,25,29,N/A,N/A,N/A,N/A,<=20%,<=20%,>=80%,<=20%,>=80%,3091.40,13.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,N/A,N/A,N/A,N/A,*,<3,26,4,26,30,N/A,N/A,N/A,N/A,<=20%,<=20%,>=80%,<=20%,>=80%,3091.40,13.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Female,N/A,N/A,N/A,N/A,3,5,6,8,6,14,N/A,N/A,N/A,N/A,<=50%,<=50%,<=50%,>=50%,<=50%,3156.30,20.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,N/A,N/A,N/A,N/A,<3,*,24,6,24,30,N/A,N/A,N/A,N/A,<=20%,<=20%,>=80%,<=20%,>=80%,3087.60,14.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Female,N/A,N/A,N/A,N/A,<3,*,11,4,11,15,N/A,N/A,N/A,N/A,<=50%,<=50%,>=50%,<=50%,>=50%,3143.90,15.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,N/A,N/A,N/A,N/A,*,<3,27,4,27,31,N/A,N/A,N/A,N/A,<=10%,<=10%,87.1,12.9,87.1,3091.60,13.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Black or African American,N/A,N/A,N/A,N/A,<3,*,23,10,23,33,N/A,N/A,N/A,N/A,<=10%,*,69.7,30.3,69.7,3140.40,24.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,N/A,N/A,N/A,N/A,*,<3,27,4,27,31,N/A,N/A,N/A,N/A,<=10%,<=10%,87.1,12.9,87.1,3091.60,13.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Black or African American,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Not English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Not English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,All Students,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,All Students,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,All Students,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Black or African American,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Black or African American,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Not English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,All Students,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,All Students,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Male,N/A,N/A,N/A,N/A,<3,<3,9,3,9,12,N/A,N/A,N/A,N/A,<=50%,<=50%,>=50%,<=50%,>=50%,3137.30,39.90,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,N/A,N/A,N/A,N/A,*,<3,13,3,13,16,N/A,N/A,N/A,N/A,<=20%,<=20%,>=80%,<=20%,>=80%,3086.80,24.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,N/A,N/A,N/A,N/A,<3,<3,*,<3,*,15,N/A,N/A,N/A,N/A,<=50%,<=50%,>=50%,<=50%,>=50%,3089.70,17.90,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Black or African American,N/A,N/A,N/A,N/A,*,<3,11,5,11,16,N/A,N/A,N/A,N/A,<=20%,<=20%,68.8,31.3,68.8,3143.90,38.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Black or African American,N/A,N/A,N/A,N/A,*,<3,11,5,11,16,N/A,N/A,N/A,N/A,<=20%,<=20%,68.8,31.3,68.8,3149.20,42.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
