SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,<3,*,<3,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,>=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2080.40,14.40,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,All Students,<3,<3,*,*,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,<=50%,>=50%,N/A,N/A,N/A,<=50%,>=50%,2057.80,13.30,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,<3,<3,*,*,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,<=50%,>=50%,N/A,N/A,N/A,<=50%,>=50%,2057.80,13.30,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,<3,<3,*,*,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,<=50%,>=50%,N/A,N/A,N/A,<=50%,>=50%,2057.80,13.30,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,<3,*,<3,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,>=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2080.40,14.40,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,<3,*,<3,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,>=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2080.40,14.40,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,<3,*,*,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,>=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2075.40,12.50,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,<3,<3,*,*,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,<=50%,>=50%,N/A,N/A,N/A,<=50%,>=50%,2058.50,22.30,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,<3,<3,*,*,N/A,N/A,N/A,<3,*,12,<=50%,<=50%,<=50%,>=50%,N/A,N/A,N/A,<=50%,>=50%,2059.20,21.50,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,<3,*,*,N/A,N/A,N/A,<3,*,10,<=50%,<=50%,<=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2074.00,12.30,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,<3,*,*,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,>=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2075.40,12.50,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,<3,*,*,N/A,N/A,N/A,<3,*,11,<=50%,<=50%,>=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2075.40,12.50,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Students Without Disabilities,<3,<3,*,*,N/A,N/A,N/A,<3,*,10,<=50%,<=50%,<=50%,>=50%,N/A,N/A,N/A,<=50%,>=50%,2061.50,22.60,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,All Students,<3,<3,*,*,N/A,N/A,N/A,<3,*,12,<=50%,<=50%,<=50%,>=50%,N/A,N/A,N/A,<=50%,>=50%,2059.20,21.50,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,<3,<3,*,*,N/A,N/A,N/A,<3,*,12,<=50%,<=50%,<=50%,>=50%,N/A,N/A,N/A,<=50%,>=50%,2059.20,21.50,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Science,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Science,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Science,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Science,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Science,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3284,Turning Point Academy,82,Wayne,LEA School,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,Hispanic of Any Race,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,White,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,Hispanic of Any Race,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,White,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
