"SchoolYear","IsdCode","IsdName","DistrictCode","DistrictName","BuildingName","BuildingCode","EntityType","Grade","Subject","TestingGroup","NumberAboveAverageGrowth","NumberAverageGrowth","NumberBelowAverageGrowth","PercentAboveAverage","PercentAverageGrowth","PercentBelowAverage","TotalIncluded","MeanSGP"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","Mathematics","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","Mathematics","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","Mathematics","Not English Learners","< 10","< 10","< 10","61.50","23.10","15.40","13","69.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","Mathematics","Not Migrant","10","< 10","< 10","66.70","20.00","13.30","15","71.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","All Students","< 10","< 10","< 10","35.30","29.40","35.30","17","54.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Economically Disadvantaged","< 10","< 10","< 10","35.70","28.60","35.70","14","54.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Black, not of Hispanic origin","< 10","< 10","< 10","35.30","29.40","35.30","17","54.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Male","< 10","< 10","< 10","36.40","27.30","36.40","11","55.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Not English Learners","< 10","< 10","< 10","35.30","29.40","35.30","17","54.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Not Migrant","< 10","< 10","< 10","35.30","29.40","35.30","17","54.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","All Students","< 10","< 10","< 10","38.10","33.30","28.60","21","53.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Economically Disadvantaged","< 10","< 10","< 10","38.90","27.80","33.30","18","51.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Black, not of Hispanic origin","< 10","< 10","< 10","31.60","36.80","31.60","19","50.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Male","< 10","< 10","< 10","38.50","30.80","30.80","13","52.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Not English Learners","< 10","< 10","< 10","35.00","35.00","30.00","20","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Not Migrant","< 10","< 10","< 10","38.10","33.30","28.60","21","53.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","All Students","32","41","24","33.00","42.30","24.70","97","54.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Economically Disadvantaged","26","30","23","32.90","38.00","29.10","79","52.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Not Economically Disadvantaged","< 10","11","< 10","33.30","61.10","5.60","18","64.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Black, not of Hispanic origin","27","39","22","30.70","44.30","25.00","88","53.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Male","23","19","15","40.40","33.30","26.30","57","56.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Female","< 10","22","< 10","22.50","55.00","22.50","40","52.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Not English Learners","28","40","24","30.40","43.50","26.10","92","53.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Not Migrant","32","41","24","33.00","42.30","24.70","97","54.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","All Students","31","34","33","31.60","34.70","33.70","98","51.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Economically Disadvantaged","22","28","29","27.80","35.40","36.70","79","49.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","47.40","31.60","21.10","19","59.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Black, not of Hispanic origin","26","33","30","29.20","37.10","33.70","89","50.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Male","16","23","18","28.10","40.40","31.60","57","51.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Female","15","11","15","36.60","26.80","36.60","41","51.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Not English Learners","27","33","33","29.00","35.50","35.50","93","49.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Not Migrant","31","34","33","31.60","34.70","33.70","98","51.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","All Students","< 10","11","< 10","42.90","52.40","< 5","21","65.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Economically Disadvantaged","< 10","10","< 10","38.90","55.60","5.60","18","65.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Black, not of Hispanic origin","< 10","11","< 10","36.80","57.90","5.30","19","63.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Male","< 10","< 10","< 10","30.80","61.50","7.70","13","62.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Not English Learners","< 10","11","< 10","40.00","55.00","5.00","20","64.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Not Migrant","< 10","11","< 10","42.90","52.40","< 5","21","65.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","All Students","< 10","< 10","< 10","44.40","22.20","33.30","18","55.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Economically Disadvantaged","< 10","< 10","< 10","42.90","21.40","35.70","14","53.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Black, not of Hispanic origin","< 10","< 10","< 10","44.40","22.20","33.30","18","55.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Male","< 10","< 10","< 10","27.30","27.30","45.50","11","43.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Not English Learners","< 10","< 10","< 10","44.40","22.20","33.30","18","55.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Not Migrant","< 10","< 10","< 10","44.40","22.20","33.30","18","55.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","All Students","< 10","< 10","< 10","46.70","26.70","26.70","15","61.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Economically Disadvantaged","< 10","< 10","< 10","36.40","36.40","27.30","11","57.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Black, not of Hispanic origin","< 10","< 10","< 10","38.50","30.80","30.80","13","56.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Male","< 10","< 10","< 10","54.50","36.40","9.10","11","68.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Not English Learners","< 10","< 10","< 10","38.50","30.80","30.80","13","56.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Not Migrant","< 10","< 10","< 10","46.70","26.70","26.70","15","61.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","All Students","< 10","< 10","15","7.70","34.60","57.70","26","32.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Economically Disadvantaged","< 10","< 10","14","< 5","30.00","70.00","20","24.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Black, not of Hispanic origin","< 10","< 10","14","< 5","34.80","60.90","23","29.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Male","< 10","< 10","10","< 5","37.50","62.50","16","29.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Female","< 10","< 10","< 10","20.00","30.00","50.00","10","36.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Not English Learners","< 10","< 10","15","< 5","33.30","62.50","24","28.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Not Migrant","< 10","< 10","15","7.70","34.60","57.70","26","32.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","All Students","< 10","< 10","< 10","27.80","33.30","38.90","18","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Economically Disadvantaged","< 10","< 10","< 10","31.30","31.30","37.50","16","53.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Black, not of Hispanic origin","< 10","< 10","< 10","31.30","37.50","31.30","16","54.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Male","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Female","< 10","< 10","< 10","16.70","33.30","50.00","12","42.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Not English Learners","< 10","< 10","< 10","27.80","33.30","38.90","18","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Not Migrant","< 10","< 10","< 10","27.80","33.30","38.90","18","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Students with Disabilities","< 10","< 10","< 10","21.40","28.60","50.00","14","45.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","Mathematics","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","Mathematics","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","Mathematics","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Students with Disabilities","< 10","< 10","< 10","35.70","28.60","35.70","14","50.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","English Language Arts","Students without Disabilities","28","30","26","33.30","35.70","31.00","84","52.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","English Language Arts","Students without Disabilities","< 10","10","< 10","42.10","52.60","5.30","19","64.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","English Language Arts","Students without Disabilities","< 10","< 10","< 10","46.70","26.70","26.70","15","58.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","English Language Arts","Students without Disabilities","< 10","< 10","< 10","53.80","23.10","23.10","13","64.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","English Language Arts","Students without Disabilities","< 10","< 10","12","8.70","39.10","52.20","23","33.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","English Language Arts","Students without Disabilities","< 10","< 10","< 10","28.60","28.60","42.90","14","50.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","05","Mathematics","Students without Disabilities","< 10","< 10","< 10","14.30","64.30","21.40","14","45.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","04","Mathematics","Students without Disabilities","< 10","14","< 10","17.40","60.90","21.70","23","50.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","Mathematics","Students without Disabilities","< 10","< 10","< 10","69.20","15.40","15.40","13","72.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","07","Mathematics","Students without Disabilities","< 10","< 10","< 10","35.70","35.70","28.60","14","57.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","06","Mathematics","Students without Disabilities","< 10","< 10","< 10","36.80","36.80","26.30","19","53.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Mathematics","Students without Disabilities","27","37","19","32.50","44.60","22.90","83","55.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Social Studies","Students without Disabilities","< 10","< 10","< 10","33.30","41.70","25.00","12","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","Social Studies","Students without Disabilities","< 10","< 10","< 10","33.30","41.70","25.00","12","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","All Grades","Social Studies","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Mark Twain Elementary-Middle School",2383,"LEA School","08","Social Studies","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","Social Studies","All Students","< 10","13","33","< 5","27.10","68.80","48","25.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","Social Studies","Economically Disadvantaged","< 10","12","31","< 5","27.30","70.50","44","24.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","Social Studies","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
